Sex	Autonomous Communities and Cities	Age	Periodo	Total
Males	03 Asturias, Principado de	From 25 years of age and over	2013QIV	20,11
Males	03 Asturias, Principado de	From 25 years of age and over	2013QIII	22,02
Males	03 Asturias, Principado de	From 25 years of age and over	2013QII	23,57
Males	03 Asturias, Principado de	From 25 years of age and over	2013QI	23,19
Males	03 Asturias, Principado de	From 25 years of age and over	2012QIV	22,15
Males	03 Asturias, Principado de	From 25 years of age and over	2012QIII	20,92
Males	03 Asturias, Principado de	From 25 years of age and over	2012QII	20,21
Males	03 Asturias, Principado de	From 25 years of age and over	2012QI	18,53
Males	03 Asturias, Principado de	From 25 years of age and over	2011QIV	17,85
Males	03 Asturias, Principado de	From 25 years of age and over	2011QIII	15,77
Males	03 Asturias, Principado de	From 25 years of age and over	2011QII	15,99
Males	03 Asturias, Principado de	From 25 years of age and over	2011QI	15,83
Males	03 Asturias, Principado de	From 25 years of age and over	2010QIV	13,73
Males	03 Asturias, Principado de	From 25 years of age and over	2010QIII	11,76
Males	03 Asturias, Principado de	From 25 years of age and over	2010QII	14,14
Males	03 Asturias, Principado de	From 25 years of age and over	2010QI	14,03
Males	03 Asturias, Principado de	From 25 years of age and over	2009QIV	11,46
Males	03 Asturias, Principado de	From 25 years of age and over	2009QIII	10,96
Males	03 Asturias, Principado de	From 25 years of age and over	2009QII	11,19
Males	03 Asturias, Principado de	From 25 years of age and over	2009QI	9,35
Males	03 Asturias, Principado de	From 25 years of age and over	2008QIV	7,25
Males	03 Asturias, Principado de	From 25 years of age and over	2008QIII	4,9
Males	03 Asturias, Principado de	From 25 years of age and over	2008QII	5,03
Males	03 Asturias, Principado de	From 25 years of age and over	2008QI	4,89
Males	03 Asturias, Principado de	From 25 years of age and over	2007QIV	5,34
Males	03 Asturias, Principado de	From 25 years of age and over	2007QIII	4,58
Males	03 Asturias, Principado de	From 25 years of age and over	2007QII	6,23
Males	03 Asturias, Principado de	From 25 years of age and over	2007QI	6,16
Males	03 Asturias, Principado de	From 25 years of age and over	2006QIV	6,32
Males	03 Asturias, Principado de	From 25 years of age and over	2006QIII	4,97
Males	03 Asturias, Principado de	From 25 years of age and over	2006QII	4,4
Males	03 Asturias, Principado de	From 25 years of age and over	2006QI	5,26
Males	03 Asturias, Principado de	From 25 years of age and over	2005QIV	5,35
Males	03 Asturias, Principado de	From 25 years of age and over	2005QIII	5,45
Males	03 Asturias, Principado de	From 25 years of age and over	2005QII	7,33
Males	03 Asturias, Principado de	From 25 years of age and over	2005QI	8,4
Males	03 Asturias, Principado de	From 25 years of age and over	2004QIV	5,52
Males	03 Asturias, Principado de	From 25 years of age and over	2004QIII	5,6
Males	03 Asturias, Principado de	From 25 years of age and over	2004QII	5,07
Males	03 Asturias, Principado de	From 25 years of age and over	2004QI	6,48
Males	03 Asturias, Principado de	From 25 years of age and over	2003QIV	5,93
Males	03 Asturias, Principado de	From 25 years of age and over	2003QIII	7
Males	03 Asturias, Principado de	From 25 years of age and over	2003QII	6,25
Males	03 Asturias, Principado de	From 25 years of age and over	2003QI	7,15
Males	03 Asturias, Principado de	From 25 years of age and over	2002QIV	6,12
Males	03 Asturias, Principado de	From 25 years of age and over	2002QIII	5,97
Males	03 Asturias, Principado de	From 25 years of age and over	2002QII	6,2
Males	03 Asturias, Principado de	From 25 years of age and over	2002QI	5,19
Males	03 Asturias, Principado de	From 16 to 19 years	2026QI	43,32
Males	03 Asturias, Principado de	From 16 to 19 years	2025QIV	14,01
Males	03 Asturias, Principado de	From 16 to 19 years	2025QIII	33,8
Males	03 Asturias, Principado de	From 16 to 19 years	2025QII	69,69
Males	03 Asturias, Principado de	From 16 to 19 years	2025QI	17,11
Males	03 Asturias, Principado de	From 16 to 19 years	2024QIV	61,06
Males	03 Asturias, Principado de	From 16 to 19 years	2024QIII	45,63
Males	03 Asturias, Principado de	From 16 to 19 years	2024QII	23,71
Males	03 Asturias, Principado de	From 16 to 19 years	2024QI	46,07
Males	03 Asturias, Principado de	From 16 to 19 years	2023QIV	83,09
Males	03 Asturias, Principado de	From 16 to 19 years	2023QIII	75,9
Males	03 Asturias, Principado de	From 16 to 19 years	2023QII	78,78
Males	03 Asturias, Principado de	From 16 to 19 years	2023QI	77,17
Males	03 Asturias, Principado de	From 16 to 19 years	2022QIV	81,58
Males	03 Asturias, Principado de	From 16 to 19 years	2022QIII	85,43
Males	03 Asturias, Principado de	From 16 to 19 years	2022QII	74
Males	03 Asturias, Principado de	From 16 to 19 years	2022QI	100
Males	03 Asturias, Principado de	From 16 to 19 years	2021QIV	77,41
Males	03 Asturias, Principado de	From 16 to 19 years	2021QIII	15,47
Males	03 Asturias, Principado de	From 16 to 19 years	2021QII	36,85
Males	03 Asturias, Principado de	From 16 to 19 years	2021QI	35,09
Males	03 Asturias, Principado de	From 16 to 19 years	2020QIV	62,36
Males	03 Asturias, Principado de	From 16 to 19 years	2020QIII	50,09
Males	03 Asturias, Principado de	From 16 to 19 years	2020QII	100
Males	03 Asturias, Principado de	From 16 to 19 years	2020QI	28,94
Males	03 Asturias, Principado de	From 16 to 19 years	2019QIV	43,41
Males	03 Asturias, Principado de	From 16 to 19 years	2019QIII	47,45
Males	03 Asturias, Principado de	From 16 to 19 years	2019QII	48,27
Males	03 Asturias, Principado de	From 16 to 19 years	2019QI	39,89
Males	03 Asturias, Principado de	From 16 to 19 years	2018QIV	75,04
Males	03 Asturias, Principado de	From 16 to 19 years	2018QIII	79,07
Males	03 Asturias, Principado de	From 16 to 19 years	2018QII	44,93
Males	03 Asturias, Principado de	From 16 to 19 years	2018QI	57,67
Males	03 Asturias, Principado de	From 16 to 19 years	2017QIV	68,9
Males	03 Asturias, Principado de	From 16 to 19 years	2017QIII	33,78
Males	03 Asturias, Principado de	From 16 to 19 years	2017QII	43,87
Males	03 Asturias, Principado de	From 16 to 19 years	2017QI	22,62
Males	03 Asturias, Principado de	From 16 to 19 years	2016QIV	26,71
Males	03 Asturias, Principado de	From 16 to 19 years	2016QIII	65,4
Males	03 Asturias, Principado de	From 16 to 19 years	2016QII	73,06
Males	03 Asturias, Principado de	From 16 to 19 years	2016QI	67,53
Males	03 Asturias, Principado de	From 16 to 19 years	2015QIV	37,62
Males	03 Asturias, Principado de	From 16 to 19 years	2015QIII	21,12
Males	03 Asturias, Principado de	From 16 to 19 years	2015QII	88,64
Males	03 Asturias, Principado de	From 16 to 19 years	2015QI	31,7
Males	03 Asturias, Principado de	From 16 to 19 years	2014QIV	60,1
Males	03 Asturias, Principado de	From 16 to 19 years	2014QIII	30,92
Males	03 Asturias, Principado de	From 16 to 19 years	2014QII	39,9
Males	03 Asturias, Principado de	From 16 to 19 years	2014QI	59,19
Males	03 Asturias, Principado de	From 16 to 19 years	2013QIV	73,98
Males	03 Asturias, Principado de	From 16 to 19 years	2013QIII	70,11
Males	03 Asturias, Principado de	From 16 to 19 years	2013QII	100
Males	03 Asturias, Principado de	From 16 to 19 years	2013QI	100
Males	03 Asturias, Principado de	From 16 to 19 years	2012QIV	57,85
Males	03 Asturias, Principado de	From 16 to 19 years	2012QIII	64,05
Males	03 Asturias, Principado de	From 16 to 19 years	2012QII	67,84
Males	03 Asturias, Principado de	From 16 to 19 years	2012QI	78,36
Males	03 Asturias, Principado de	From 16 to 19 years	2011QIV	80,07
Males	03 Asturias, Principado de	From 16 to 19 years	2011QIII	61,16
Males	03 Asturias, Principado de	From 16 to 19 years	2011QII	54,63
Males	03 Asturias, Principado de	From 16 to 19 years	2011QI	46,61
Males	03 Asturias, Principado de	From 16 to 19 years	2010QIV	56,88
Males	03 Asturias, Principado de	From 16 to 19 years	2010QIII	40,52
Males	03 Asturias, Principado de	From 16 to 19 years	2010QII	59,88
Males	03 Asturias, Principado de	From 16 to 19 years	2010QI	56,54
Males	03 Asturias, Principado de	From 16 to 19 years	2009QIV	33,36
Males	03 Asturias, Principado de	From 16 to 19 years	2009QIII	69,49
Males	03 Asturias, Principado de	From 16 to 19 years	2009QII	71,58
Males	03 Asturias, Principado de	From 16 to 19 years	2009QI	72,28
Males	03 Asturias, Principado de	From 16 to 19 years	2008QIV	35,25
Males	03 Asturias, Principado de	From 16 to 19 years	2008QIII	21,17
Males	03 Asturias, Principado de	From 16 to 19 years	2008QII	35,65
Males	03 Asturias, Principado de	From 16 to 19 years	2008QI	56,04
Males	03 Asturias, Principado de	From 16 to 19 years	2007QIV	38,88
Males	03 Asturias, Principado de	From 16 to 19 years	2007QIII	20,73
Males	03 Asturias, Principado de	From 16 to 19 years	2007QII	29,42
Males	03 Asturias, Principado de	From 16 to 19 years	2007QI	20,54
Males	03 Asturias, Principado de	From 16 to 19 years	2006QIV	31,65
Males	03 Asturias, Principado de	From 16 to 19 years	2006QIII	8,84
Males	03 Asturias, Principado de	From 16 to 19 years	2006QII	31,45
Males	03 Asturias, Principado de	From 16 to 19 years	2006QI	30,72
Males	03 Asturias, Principado de	From 16 to 19 years	2005QIV	18,53
Males	03 Asturias, Principado de	From 16 to 19 years	2005QIII	30,67
Males	03 Asturias, Principado de	From 16 to 19 years	2005QII	28,07
Males	03 Asturias, Principado de	From 16 to 19 years	2005QI	29,17
Males	03 Asturias, Principado de	From 16 to 19 years	2004QIV	26,21
Males	03 Asturias, Principado de	From 16 to 19 years	2004QIII	30,53
Males	03 Asturias, Principado de	From 16 to 19 years	2004QII	32,32
Males	03 Asturias, Principado de	From 16 to 19 years	2004QI	33,45
Males	03 Asturias, Principado de	From 16 to 19 years	2003QIV	38,2
Males	03 Asturias, Principado de	From 16 to 19 years	2003QIII	46,63
Males	03 Asturias, Principado de	From 16 to 19 years	2003QII	40,29
Males	03 Asturias, Principado de	From 16 to 19 years	2003QI	50,02
Males	03 Asturias, Principado de	From 16 to 19 years	2002QIV	6,86
Males	03 Asturias, Principado de	From 16 to 19 years	2002QIII	19,54
Males	03 Asturias, Principado de	From 16 to 19 years	2002QII	27,6
Males	03 Asturias, Principado de	From 16 to 19 years	2002QI	17,04
Males	03 Asturias, Principado de	From 20 to 24 years	2026QI	17,85
Males	03 Asturias, Principado de	From 20 to 24 years	2025QIV	18,77
Males	03 Asturias, Principado de	From 20 to 24 years	2025QIII	30,53
Males	03 Asturias, Principado de	From 20 to 24 years	2025QII	15,3
Males	03 Asturias, Principado de	From 20 to 24 years	2025QI	24,64
Males	03 Asturias, Principado de	From 20 to 24 years	2024QIV	15,88
Males	03 Asturias, Principado de	From 20 to 24 years	2024QIII	21,36
Males	03 Asturias, Principado de	From 20 to 24 years	2024QII	28,06
Males	03 Asturias, Principado de	From 20 to 24 years	2024QI	26,73
Males	03 Asturias, Principado de	From 20 to 24 years	2023QIV	24,66
Males	03 Asturias, Principado de	From 20 to 24 years	2023QIII	31,51
Males	03 Asturias, Principado de	From 20 to 24 years	2023QII	21,3
Males	03 Asturias, Principado de	From 20 to 24 years	2023QI	32,9
Males	03 Asturias, Principado de	From 20 to 24 years	2022QIV	50,45
Males	03 Asturias, Principado de	From 20 to 24 years	2022QIII	40,2
Males	03 Asturias, Principado de	From 20 to 24 years	2022QII	30,61
Males	03 Asturias, Principado de	From 20 to 24 years	2022QI	21,19
Males	03 Asturias, Principado de	From 20 to 24 years	2021QIV	6,81
Males	03 Asturias, Principado de	From 20 to 24 years	2021QIII	27,08
Males	03 Asturias, Principado de	From 20 to 24 years	2021QII	26,53
Males	03 Asturias, Principado de	From 20 to 24 years	2021QI	34,12
Males	03 Asturias, Principado de	From 20 to 24 years	2020QIV	43,57
Males	03 Asturias, Principado de	From 20 to 24 years	2020QIII	42,11
Males	03 Asturias, Principado de	From 20 to 24 years	2020QII	42,81
Males	03 Asturias, Principado de	From 20 to 24 years	2020QI	24,45
Males	03 Asturias, Principado de	From 20 to 24 years	2019QIV	30,77
Males	03 Asturias, Principado de	From 20 to 24 years	2019QIII	23,49
Males	03 Asturias, Principado de	From 20 to 24 years	2019QII	19,3
Males	03 Asturias, Principado de	From 20 to 24 years	2019QI	26,73
Males	03 Asturias, Principado de	From 20 to 24 years	2018QIV	11,9
Males	03 Asturias, Principado de	From 20 to 24 years	2018QIII	29,67
Males	03 Asturias, Principado de	From 20 to 24 years	2018QII	40,09
Males	03 Asturias, Principado de	From 20 to 24 years	2018QI	38,77
Males	03 Asturias, Principado de	From 20 to 24 years	2017QIV	36,59
Males	03 Asturias, Principado de	From 20 to 24 years	2017QIII	37,38
Males	03 Asturias, Principado de	From 20 to 24 years	2017QII	42,86
Males	03 Asturias, Principado de	From 20 to 24 years	2017QI	32,18
Males	03 Asturias, Principado de	From 20 to 24 years	2016QIV	51,67
Males	03 Asturias, Principado de	From 20 to 24 years	2016QIII	55,28
Males	03 Asturias, Principado de	From 20 to 24 years	2016QII	62,19
Males	03 Asturias, Principado de	From 20 to 24 years	2016QI	53,46
Males	03 Asturias, Principado de	From 20 to 24 years	2015QIV	49,41
Males	03 Asturias, Principado de	From 20 to 24 years	2015QIII	28,81
Males	03 Asturias, Principado de	From 20 to 24 years	2015QII	48,2
Males	03 Asturias, Principado de	From 20 to 24 years	2015QI	43,67
Males	03 Asturias, Principado de	From 20 to 24 years	2014QIV	42,71
Males	03 Asturias, Principado de	From 20 to 24 years	2014QIII	33,15
Males	03 Asturias, Principado de	From 20 to 24 years	2014QII	52,92
Males	03 Asturias, Principado de	From 20 to 24 years	2014QI	47,07
Males	03 Asturias, Principado de	From 20 to 24 years	2013QIV	38,69
Males	03 Asturias, Principado de	From 20 to 24 years	2013QIII	43,48
Males	03 Asturias, Principado de	From 20 to 24 years	2013QII	51,65
Males	03 Asturias, Principado de	From 20 to 24 years	2013QI	59,52
Males	03 Asturias, Principado de	From 20 to 24 years	2012QIV	51,8
Males	03 Asturias, Principado de	From 20 to 24 years	2012QIII	43,03
Males	03 Asturias, Principado de	From 20 to 24 years	2012QII	40,97
Males	03 Asturias, Principado de	From 20 to 24 years	2012QI	51,51
Males	03 Asturias, Principado de	From 20 to 24 years	2011QIV	53,35
Males	03 Asturias, Principado de	From 20 to 24 years	2011QIII	49,35
Males	03 Asturias, Principado de	From 20 to 24 years	2011QII	50,34
Males	03 Asturias, Principado de	From 20 to 24 years	2011QI	48,16
Males	03 Asturias, Principado de	From 20 to 24 years	2010QIV	40,17
Males	03 Asturias, Principado de	From 20 to 24 years	2010QIII	35,51
Males	03 Asturias, Principado de	From 20 to 24 years	2010QII	33,11
Males	03 Asturias, Principado de	From 20 to 24 years	2010QI	42,87
Males	03 Asturias, Principado de	From 20 to 24 years	2009QIV	38,44
Males	03 Asturias, Principado de	From 20 to 24 years	2009QIII	29,3
Males	03 Asturias, Principado de	From 20 to 24 years	2009QII	27,7
Males	03 Asturias, Principado de	From 20 to 24 years	2009QI	26,58
Males	03 Asturias, Principado de	From 20 to 24 years	2008QIV	19,96
Males	03 Asturias, Principado de	From 20 to 24 years	2008QIII	17,35
Males	03 Asturias, Principado de	From 20 to 24 years	2008QII	19,84
Males	03 Asturias, Principado de	From 20 to 24 years	2008QI	13
Males	03 Asturias, Principado de	From 20 to 24 years	2007QIV	14,69
Males	03 Asturias, Principado de	From 20 to 24 years	2007QIII	18,52
Males	03 Asturias, Principado de	From 20 to 24 years	2007QII	12,92
Males	03 Asturias, Principado de	From 20 to 24 years	2007QI	11,98
Males	03 Asturias, Principado de	From 20 to 24 years	2006QIV	12,92
Males	03 Asturias, Principado de	From 20 to 24 years	2006QIII	24,67
Males	03 Asturias, Principado de	From 20 to 24 years	2006QII	19,99
Males	03 Asturias, Principado de	From 20 to 24 years	2006QI	29,27
Males	03 Asturias, Principado de	From 20 to 24 years	2005QIV	19,99
Males	03 Asturias, Principado de	From 20 to 24 years	2005QIII	17,48
Males	03 Asturias, Principado de	From 20 to 24 years	2005QII	22,54
Males	03 Asturias, Principado de	From 20 to 24 years	2005QI	19,91
Males	03 Asturias, Principado de	From 20 to 24 years	2004QIV	23,7
Males	03 Asturias, Principado de	From 20 to 24 years	2004QIII	24,46
Males	03 Asturias, Principado de	From 20 to 24 years	2004QII	27,29
Males	03 Asturias, Principado de	From 20 to 24 years	2004QI	17,39
Males	03 Asturias, Principado de	From 20 to 24 years	2003QIV	16,28
Males	03 Asturias, Principado de	From 20 to 24 years	2003QIII	18,13
Males	03 Asturias, Principado de	From 20 to 24 years	2003QII	14,67
Males	03 Asturias, Principado de	From 20 to 24 years	2003QI	22,67
Males	03 Asturias, Principado de	From 20 to 24 years	2002QIV	19,4
Males	03 Asturias, Principado de	From 20 to 24 years	2002QIII	21,53
Males	03 Asturias, Principado de	From 20 to 24 years	2002QII	17,65
Males	03 Asturias, Principado de	From 20 to 24 years	2002QI	19,5
Males	03 Asturias, Principado de	From 25 to 54 years	2026QI	6,59
Males	03 Asturias, Principado de	From 25 to 54 years	2025QIV	5,47
Males	03 Asturias, Principado de	From 25 to 54 years	2025QIII	5,71
Males	03 Asturias, Principado de	From 25 to 54 years	2025QII	6,66
Males	03 Asturias, Principado de	From 25 to 54 years	2025QI	5,94
Males	03 Asturias, Principado de	From 25 to 54 years	2024QIV	6,23
Males	03 Asturias, Principado de	From 25 to 54 years	2024QIII	5,41
Males	03 Asturias, Principado de	From 25 to 54 years	2024QII	8,55
Males	03 Asturias, Principado de	From 25 to 54 years	2024QI	8,12
Males	03 Asturias, Principado de	From 25 to 54 years	2023QIV	10,45
Males	03 Asturias, Principado de	From 25 to 54 years	2023QIII	10,39
Males	03 Asturias, Principado de	From 25 to 54 years	2023QII	9,07
Males	03 Asturias, Principado de	From 25 to 54 years	2023QI	11,68
Males	03 Asturias, Principado de	From 25 to 54 years	2022QIV	11,97
Males	03 Asturias, Principado de	From 25 to 54 years	2022QIII	10,36
Males	03 Asturias, Principado de	From 25 to 54 years	2022QII	10,4
Males	03 Asturias, Principado de	From 25 to 54 years	2022QI	9,83
Males	03 Asturias, Principado de	From 25 to 54 years	2021QIV	9,23
